permit_number,streetname,cross_street_1,cross_street_2,utility_contractor,permit_reason,utility_type,effective_date,expiration_date,status,cnn
25EXC-02006,HARRIET ST,FOLSOM ST,HARRISON ST,Pacific Gas & Electric,Repair Leak,Gas,2025-05-09T00:00:00.000,2025-06-06T00:00:00.000,APPROVED,6700000
25EXC-01407,SPRUCE ST,WASHINGTON ST,CLAY ST,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-04-14T00:00:00.000,2025-05-09T00:00:00.000,ACTIVE,12059000
25EXC-02005,WELSH ST,04TH ST,END: 100-149 BLOCK,Pacific Gas & Electric,Replace Pole,Sidewalk/Curb,2025-09-01T00:00:00.000,2025-09-29T00:00:00.000,APPROVED,13571000
25EXC-02109,JONES ST,VALLEJO ST,GREEN ST,CableCom,Install New Service,Cable TV,2025-04-23T00:00:00.000,2025-05-21T00:00:00.000,ACTIVE,7588000
25EXC-02109,JONES ST,VALLEJO ST,,CableCom,Install New Service,Cable TV,2025-04-23T00:00:00.000,2025-05-21T00:00:00.000,ACTIVE,25268000
25EXC-01812,FRANCE AVE,MADRID ST,EDINBURGH ST,Pacific Gas & Electric,Replace Pole,Electric,2025-04-15T00:00:00.000,2025-05-13T00:00:00.000,APPROVED,5747000
25EXC-01819,SAN BRUNO AVE,18TH ST,19TH ST,Pacific Gas & Electric,Spot Paving,Other,2025-04-16T00:00:00.000,2025-05-14T00:00:00.000,APPROVED,11356000
25EXC-02016,JUDSON AVE,CIRCULAR AVE \ DETROIT ST \ PAULDING ST,EDNA ST,Pacific Gas & Electric,Install Cathodic Protection,Gas,2025-06-09T00:00:00.000,2025-07-07T00:00:00.000,APPROVED,7687000
25EXC-01560,FELTON ST,MADISON ST,AVALON AVE \ PERU AVE,Pacific Gas & Electric,Repair Leak,Gas,2025-05-01T00:00:00.000,2025-05-29T00:00:00.000,APPROVED,5480000
25EXC-01553,FAIR OAKS ST,25TH ST,26TH ST,San Francisco Water Department,Install New Service,Water Service,2025-03-25T00:00:00.000,2025-05-08T00:00:00.000,APPROVED,5385000
25EXC-01578,PINE ST,BAKER ST,LYON ST,Pacific Gas & Electric,Replace/Repair Box,Sidewalk/Curb,2025-05-01T00:00:00.000,2025-05-29T00:00:00.000,APPROVED,10492000
25EXC-02062,MAYWOOD DR,RAVENWOOD DR,BRENTWOOD AVE,Pacific Gas & Electric,Corrosion Testing,Street / Roadway,2025-04-30T00:00:00.000,2025-05-28T00:00:00.000,ACTIVE,8885000
25EXC-01988,VALLEJO ST,LARKIN ST,POLK ST,ITG Communications LLC,Place Conduit,Cable TV,2025-04-21T00:00:00.000,2025-05-19T00:00:00.000,APPROVED,13107000
25EXC-02109,FLORENCE ST,START: 1-99 BLOCK,VALLEJO ST,CableCom,Install New Service,Cable TV,2025-04-23T00:00:00.000,2025-05-21T00:00:00.000,ACTIVE,5614000
25EXC-01991,COMMERCIAL ST,LEIDESDORFF ST,MONTGOMERY ST,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-05-05T00:00:00.000,2025-05-30T00:00:00.000,APPROVED,4313000
25EXC-02188,BRODERICK ST,FILBERT ST,GREENWICH ST,J. Flores Construction Co.,Replace Service,Sewer,2025-04-29T00:00:00.000,2025-05-12T00:00:00.000,ACTIVE,3216000
25EXC-01591,29TH ST,NOE ST,CASTRO ST \ DAY ST,San Francisco Water Department,Install New Service,Water Service,2025-03-27T00:00:00.000,2025-05-10T00:00:00.000,APPROVED,1634000
25EXC-01683,05TH AVE,CABRILLO ST,FULTON ST,Pacific Gas & Electric,Repair Pole,Electric,2025-05-14T00:00:00.000,2025-06-11T00:00:00.000,APPROVED,283000
25EXC-02016,DETROIT ST,CIRCULAR AVE \ JUDSON AVE \ PAULDING ST,STAPLES AVE,Pacific Gas & Electric,Install Cathodic Protection,Gas,2025-06-09T00:00:00.000,2025-07-07T00:00:00.000,APPROVED,4723000
25EXC-02109,JONES ST,GLOVER ST,VALLEJO ST,CableCom,Install New Service,Cable TV,2025-04-23T00:00:00.000,2025-05-21T00:00:00.000,ACTIVE,7587000
24EXC-04481,SUTTER ST,LAGUNA ST,BUCHANAN ST,Pacific Gas & Electric,Other,Gas,2025-05-06T00:00:00.000,2025-07-04T00:00:00.000,APPROVED,12335000
25EXC-02109,GREEN ST,END: WEST,JONES ST,CableCom,Install New Service,Cable TV,2025-04-23T00:00:00.000,2025-05-21T00:00:00.000,ACTIVE,6460000
25EXC-00538,18TH ST,DIAMOND ST,EUREKA ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11T00:00:00.000,2025-06-05T00:00:00.000,APPROVED,894000
25EXC-01888,20TH ST,LEXINGTON ST,VALENCIA ST,Pacific Gas & Electric,Replace Pole,Electric,2025-05-15T00:00:00.000,2025-06-12T00:00:00.000,APPROVED,1058000
24EXC-01436,14TH ST,DOLORES ST,LANDERS ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03T00:00:00.000,2026-01-31T00:00:00.000,APPROVED,593000
24EXC-02284,CHURCH ST,30TH ST,RANDALL ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30T00:00:00.000,2026-02-15T00:00:00.000,APPROVED,4039000
25EXC-01656,ILLINOIS ST,19TH ST,20TH ST,Pacific Gas & Electric,Cut-Off Service,Gas,2025-05-06T00:00:00.000,2025-06-03T00:00:00.000,APPROVED,7168000
25EXC-02021,CLAY ST,PRESIDIO AVE,WALNUT ST,San Francisco Water Department,Install New Service,Water Service,2025-04-21T00:00:00.000,2025-06-04T00:00:00.000,APPROVED,4120000
25EXC-00020,HOLLOWAY AVE,JUNIPERO SERRA BLVD,STRATFORD DR,Pacific Gas & Electric,Spot Paving,Electric,2025-05-13T00:00:00.000,2025-06-10T00:00:00.000,APPROVED,6993101
25EXC-02281,INGERSON AVE,JENNINGS ST,03RD ST,A. Ruiz Construction Co.,Spot Paving,Street / Roadway,2025-05-05T00:00:00.000,2025-05-30T00:00:00.000,APPROVED,7252000
25EXC-02228,PHELPS ST,EGBERT AVE,BAY SHORE BLVD,A. Ruiz Construction Co.,Spot Paving,Street / Roadway,2025-05-05T00:00:00.000,2025-05-30T00:00:00.000,APPROVED,10412000
25EXC-01824,MARTHA AVE,BADEN ST,STILLINGS AVE,Pacific Gas & Electric,Replace Pole,Electric,2025-04-16T00:00:00.000,2025-05-14T00:00:00.000,APPROVED,8786000
25EXC-00766,TEDDY AVE,SAN BRUNO AVE \ WABASH TER,ALPHA ST,Pacific Gas & Electric,Replace Pole,Electric,2025-05-14T00:00:00.000,2025-06-11T00:00:00.000,APPROVED,12467000
25EXC-01991,COMMERCIAL ST,LEIDESDORFF ST,,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-05-05T00:00:00.000,2025-05-30T00:00:00.000,APPROVED,24753000
25EXC-01595,LEE AVE,GRAFTON AVE,HOLLOWAY AVE,Pacific Gas & Electric,Repair Leak,Gas,2025-05-01T00:00:00.000,2025-05-29T00:00:00.000,APPROVED,8281000
25EXC-02229,NEPTUNE ST,THORNTON AVE,WILLIAMS AVE,A. Ruiz Construction Co.,Spot Paving,Street / Roadway,2025-05-05T00:00:00.000,2025-05-30T00:00:00.000,APPROVED,9532000
25EXC-01457,THORNTON AVE,03RD ST,LATONA ST,San Francisco Water Department,Repair Service,Water Service,2025-03-21T00:00:00.000,2025-05-03T00:00:00.000,APPROVED,12587000
25EXC-02046,PACIFIC AVE,PIERCE ST,SCOTT ST,Bureau of Street & Sewer Repair,Pavement Preservation,Pavement Preservation,2025-04-24T00:00:00.000,2025-05-08T00:00:00.000,APPROVED,10157000
25EXC-02259,FOLSOM ST,KAMILLE CT,CESAR CHAVEZ ST,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-05-27T00:00:00.000,2025-06-20T00:00:00.000,APPROVED,5701002
25EXC-01601,JONES ST,PINE ST,CALIFORNIA ST,Pacific Gas & Electric,Replace Pole,Electric,2025-05-09T00:00:00.000,2025-06-06T00:00:00.000,APPROVED,7577000
25EXC-02052,SILVER AVE,BOWDOIN ST,HAMILTON ST,Bureau of Street & Sewer Repair,Pavement Preservation,Pavement Preservation,2025-05-01T00:00:00.000,2025-05-15T00:00:00.000,APPROVED,11916000
25EXC-02249,DUNSMUIR ST,SWEENY ST,SILVER AVE,Bureau of Street & Sewer Repair,Pavement Preservation,Pavement Preservation,2025-05-15T00:00:00.000,2025-05-29T00:00:00.000,APPROVED,5018000
25EXC-01600,TENNESSEE ST,MARIPOSA ST,18TH ST,Pacific Gas & Electric,Replace Pole,Sidewalk/Curb,2025-04-05T00:00:00.000,2025-05-03T00:00:00.000,APPROVED,12482000
25EXC-01962,MONTEREY BLVD,SAN ANSELMO AVE \ SANTA CLARA AVE,,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-04-28T00:00:00.000,2025-05-23T00:00:00.000,ACTIVE,22903000
25EXC-00020,DENSLOWE DR,HOLLOWAY AVE,,Pacific Gas & Electric,Spot Paving,Electric,2025-05-13T00:00:00.000,2025-06-10T00:00:00.000,APPROVED,23031000
25EXC-02047,CHESTNUT ST,CULEBRA TER,CULEBRA TER,Bureau of Street & Sewer Repair,Pavement Preservation,Pavement Preservation,2025-04-28T00:00:00.000,2025-05-12T00:00:00.000,APPROVED,3967000
25EXC-02015,MENDELL ST,LA SALLE AVE,MCKINNON AVE,Department of Technology,Place Conduit,Air Raid Siren,2025-04-23T00:00:00.000,2025-05-07T00:00:00.000,APPROVED,8963000
25EXC-01597,VALENCIA ST,CESAR CHAVEZ ST,TIFFANY AVE,San Francisco Water Department,Install New Service,Water Service,2025-03-27T00:00:00.000,2025-05-10T00:00:00.000,APPROVED,13076000
25EXC-00297,08TH AVE,JUDAH ST,KIRKHAM ST,Pacific Gas & Electric,Replace Pole,Electric,2025-05-29T00:00:00.000,2025-06-26T00:00:00.000,APPROVED,397000
25EXC-02258,ALABAMA ST,CESAR CHAVEZ ST,PRECITA AVE,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-05-27T00:00:00.000,2025-06-20T00:00:00.000,APPROVED,2121000
25EXC-02185,GREEN ST,LAGUNA ST,BUCHANAN ST,J. Flores Construction Co.,Replace Service,Sewer,2025-05-05T00:00:00.000,2025-05-19T00:00:00.000,ACTIVE,6472000
25EXC-00020,HOLLOWAY AVE,STRATFORD DR,DENSLOWE DR,Pacific Gas & Electric,Spot Paving,Electric,2025-05-13T00:00:00.000,2025-06-10T00:00:00.000,APPROVED,6994201
25EXC-02003,SAN BRUNO AVE,15TH ST,16TH ST,Pacific Gas & Electric,Replace Pole,Electric,2025-04-24T00:00:00.000,2025-05-22T00:00:00.000,APPROVED,11351000
25EXC-02013,FULTON ST,SCOTT ST,DIVISADERO ST,Pacific Gas & Electric,Place Conduit,Street / Roadway:Sidewalk/Curb,2025-05-12T00:00:00.000,2025-06-09T00:00:00.000,APPROVED,5890000
25EXC-02177,NOE ST,LIBERTY ST,21ST ST,Pacific Gas & Electric,Spot Paving,Gas,2025-05-08T00:00:00.000,2025-06-05T00:00:00.000,ACTIVE,9621000
25EXC-02016,CIRCULAR AVE,DETROIT ST \ JUDSON AVE \ PAULDING ST,,Pacific Gas & Electric,Install Cathodic Protection,Gas,2025-06-09T00:00:00.000,2025-07-07T00:00:00.000,APPROVED,22152000
25EXC-01565,18TH AVE,RIVERA ST,SANTIAGO ST,San Francisco Water Department,Install New Service,Water Service,2025-03-26T00:00:00.000,2025-05-09T00:00:00.000,APPROVED,844000
25EXC-01581,MORSE ST,WHIPPLE ST,MISSION ST \ WHITTIER ST,Pacific Gas & Electric,Spot Paving,Gas,2025-04-21T00:00:00.000,2025-05-19T00:00:00.000,APPROVED,9397002
22EXC-01930,CARRIZAL ST,GENEVA AVE,,"Intermountain Infrastructure Group, LLC",Place Conduit,Data,2025-04-28T00:00:00.000,2025-06-13T00:00:00.000,ACTIVE,20422000
25EXC-02253,47TH AVE,LAWTON ST,MORAGA ST,A. Ruiz Construction Co.,Spot Paving,Street / Roadway,2025-05-05T00:00:00.000,2025-05-30T00:00:00.000,ACTIVE,2047000
25EXC-02207,CARROLL AVE,KEITH ST,03RD ST,A. Ruiz Construction Co.,Spot Paving,Street / Roadway,2025-05-01T00:00:00.000,2025-05-23T00:00:00.000,ACTIVE,3738000
25EXC-02292,MISSION ST,SYCAMORE ST,18TH ST,Pacific Gas & Electric,Spot Paving,Gas,2025-11-03T00:00:00.000,2025-12-01T00:00:00.000,APPROVED,9119000
25EXC-00020,DENSLOWE DR,HOLLOWAY AVE,BANBURY DR,Pacific Gas & Electric,Spot Paving,Electric,2025-05-13T00:00:00.000,2025-06-10T00:00:00.000,APPROVED,4717000
22EXC-01930,CIELITO DR,GENEVA AVE,,"Intermountain Infrastructure Group, LLC",Place Conduit,Data,2025-04-28T00:00:00.000,2025-06-13T00:00:00.000,ACTIVE,20428000
25EXC-01962,MONTEREY BLVD,SAN ALESO AVE,SAN ANSELMO AVE \ SANTA CLARA AVE,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-04-28T00:00:00.000,2025-05-23T00:00:00.000,ACTIVE,9288101
25EXC-01547,REY ST,LELAND AVE,VISITACION AVE,Pacific Gas & Electric,Cut-Off Service,Street / Roadway:Sidewalk/Curb,2025-05-02T00:00:00.000,2025-05-30T00:00:00.000,APPROVED,10987000
25EXC-01723,DIAMOND HEIGHTS BLVD,DUNCAN ST,CARNELIAN WAY,Pacific Gas & Electric,Replace/Repair Box,Electric,2025-04-21T00:00:00.000,2025-05-19T00:00:00.000,APPROVED,4775101
25EXC-01995,15TH ST,BEAVER ST,BUENA VISTA TER,Pacific Gas & Electric,Spot Paving,Gas,2025-04-16T00:00:00.000,2025-05-14T00:00:00.000,APPROVED,667000
25EXC-00020,BANBURY DR,DENSLOWE DR,,Pacific Gas & Electric,Spot Paving,Electric,2025-05-13T00:00:00.000,2025-06-10T00:00:00.000,APPROVED,23012000
25EXC-00020,HOLLOWAY AVE,STRATFORD DR,,Pacific Gas & Electric,Spot Paving,Electric,2025-05-13T00:00:00.000,2025-06-10T00:00:00.000,APPROVED,23029000
25EXC-01962,SAN ANSELMO AVE,SAN BUENAVENTURA WAY,,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-04-28T00:00:00.000,2025-05-23T00:00:00.000,ACTIVE,22909000
25EXC-00020,DENSLOWE DR,WYTON LN,HOLLOWAY AVE,Pacific Gas & Electric,Spot Paving,Electric,2025-05-13T00:00:00.000,2025-06-10T00:00:00.000,APPROVED,4716000
25EXC-01993,COLUMBUS AVE,GRANT AVE,VALLEJO ST,Pacific Gas & Electric,Place Conduit,Electric,2025-04-22T00:00:00.000,2025-05-20T00:00:00.000,APPROVED,4293000
25EXC-02207,CARROLL AVE,JENNINGS ST,KEITH ST,A. Ruiz Construction Co.,Spot Paving,Street / Roadway,2025-05-01T00:00:00.000,2025-05-23T00:00:00.000,ACTIVE,3737000
25EXC-02013,DIVISADERO ST,FULTON ST,MCALLISTER ST,Pacific Gas & Electric,Place Conduit,Street / Roadway:Sidewalk/Curb,2025-05-12T00:00:00.000,2025-06-09T00:00:00.000,APPROVED,4805101
25EXC-00297,KIRKHAM ST,08TH AVE,09TH AVE,Pacific Gas & Electric,Replace Pole,Electric,2025-05-29T00:00:00.000,2025-06-26T00:00:00.000,APPROVED,7846000
25EXC-01588,HICKORY ST,BUCHANAN ST,WEBSTER ST,Pacific Gas & Electric,Replace Pole,Electric,2025-05-04T00:00:00.000,2025-06-01T00:00:00.000,APPROVED,6904000
25EXC-00380,MODOC AVE,START: 1-99 BLOCK,CAYUGA AVE,Pacific Gas & Electric,Replace Pole,Electric,2025-04-07T00:00:00.000,2025-05-05T00:00:00.000,APPROVED,9221000
25EXC-00686,EVANS AVE,RANKIN ST,SELBY ST,Pacific Gas & Electric,Replace Pole,Electric,2025-04-17T00:00:00.000,2025-05-19T00:00:00.000,APPROVED,5337000
25EXC-02257,BRANNAN ST,COLIN P KELLY JR ST,,Pacific Gas & Electric,Install New Main,Gas,2025-06-23T00:00:00.000,2025-07-21T00:00:00.000,APPROVED,23802000
25EXC-01879,REVERE AVE,QUINT ST,ROBBLEE AVE,Pacific Gas & Electric,Spot Paving,Electric,2025-04-18T00:00:00.000,2025-05-16T00:00:00.000,APPROVED,10981000
24EXC-04481,BUCHANAN ST,POST ST,SUTTER ST,Pacific Gas & Electric,Other,Gas,2025-05-06T00:00:00.000,2025-07-04T00:00:00.000,APPROVED,3336000
25EXC-01994,KIRKHAM ST,14TH AVE \ LURLINE ST,15TH AVE,Pacific Gas & Electric,Replace Pole,Sidewalk/Curb,2025-06-11T00:00:00.000,2025-07-09T00:00:00.000,APPROVED,7852000
25EXC-01997,BROADWAY,BRODERICK ST,BAKER ST,Pacific Gas & Electric,Repair Leak,Gas,2025-05-05T00:00:00.000,2025-07-03T00:00:00.000,APPROVED,3184000
25EXC-02007,48TH AVE,LAWTON ST,MORAGA ST,Pacific Gas & Electric,Repair Leak,Gas,2025-05-22T00:00:00.000,2025-06-19T00:00:00.000,APPROVED,2070000
25EXC-02059,SILVER AVE,MERRILL ST,GOETTINGEN ST,Bureau of Street & Sewer Repair,Reconstruct Pavement,Street / Roadway,2025-05-01T00:00:00.000,2025-05-15T00:00:00.000,APPROVED,11920000
25EXC-02002,07TH AVE,JUDAH ST,KIRKHAM ST,San Francisco Water Department,Install New Service,Water Service,2025-04-17T00:00:00.000,2025-05-31T00:00:00.000,APPROVED,361000
25EXC-01174,COLE ST,OAK ST,PAGE ST,Pacific Gas & Electric,Replace Pole,Electric,2025-05-27T00:00:00.000,2025-06-24T00:00:00.000,APPROVED,4237000
25EXC-02153,PERSIA AVE,MOSCOW ST,MUNICH ST,Pacific Gas & Electric,Corrosion Testing,Sidewalk/Curb,2025-07-05T00:00:00.000,2025-08-02T00:00:00.000,APPROVED,10372000
25EXC-02262,KIRKHAM ST,28TH AVE,29TH AVE,A. Ruiz Construction Co.,Spot Paving,Street / Roadway,2025-05-05T00:00:00.000,2025-05-30T00:00:00.000,ACTIVE,7866000
22EXC-01930,GENEVA AVE,SANTOS ST,,"Intermountain Infrastructure Group, LLC",Place Conduit,Data,2025-04-28T00:00:00.000,2025-06-13T00:00:00.000,ACTIVE,20421000
25EXC-01962,MONTEREY BLVD,SAN BENITO WAY,SANTA ANA AVE,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-04-28T00:00:00.000,2025-05-23T00:00:00.000,ACTIVE,9290201
25EXC-01354,MARKET ST,16TH ST \ NOE ST,17TH ST \ CASTRO ST,Pacific Gas & Electric,Install Cathodic Protection,Gas,2025-04-07T00:00:00.000,2025-06-05T00:00:00.000,ACTIVE,8767101
25EXC-02086,FILLMORE ST,HERMANN ST,GERMANIA ST,CableCom,Install New Service,Cable TV,2025-04-23T00:00:00.000,2025-05-21T00:00:00.000,ACTIVE,5530000
22EXC-01930,GENEVA AVE,CARRIZAL ST,SANTOS ST,"Intermountain Infrastructure Group, LLC",Place Conduit,Data,2025-04-28T00:00:00.000,2025-06-13T00:00:00.000,ACTIVE,6153201
25EXC-02288,LARKIN ST,POST ST,HEMLOCK ST,Pacific Gas & Electric,Repair Pole,Electric:Electric:Electric,2025-05-06T00:00:00.000,2025-05-31T00:00:00.000,APPROVED,8134000
25EXC-01859,DOLORES ST,DUNCAN ST,28TH ST,Pacific Gas & Electric,Repair Leak,Gas,2025-04-21T00:00:00.000,2025-06-19T00:00:00.000,ACTIVE,4885101
25EXC-02060,GUERRERO ST,ELIZABETH ST,24TH ST,Pacific Gas & Electric,Place Conduit,Electric,2025-04-30T00:00:00.000,2025-05-28T00:00:00.000,ACTIVE,6585102
25EXC-02282,DRUMM ST,CLAY ST,WASHINGTON ST,Pacific Gas & Electric,Spot Paving,Gas,2025-05-21T00:00:00.000,2025-06-18T00:00:00.000,APPROVED,4972000
25EXC-01878,CALIFORNIA ST,27TH AVE,28TH AVE,Pacific Gas & Electric,Replace Pole,Electric,2025-04-30T00:00:00.000,2025-05-28T00:00:00.000,APPROVED,3604000
25EXC-02259,CESAR CHAVEZ ST,FOLSOM ST,,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-05-27T00:00:00.000,2025-06-20T00:00:00.000,APPROVED,21177000
25EXC-01962,SAN ANSELMO AVE,SANTA CLARA AVE,SAN BUENAVENTURA WAY,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-04-28T00:00:00.000,2025-05-23T00:00:00.000,ACTIVE,11333000
25EXC-01962,MONTEREY BLVD,SANTA ANA AVE,SAN LEANDRO WAY,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-04-28T00:00:00.000,2025-05-23T00:00:00.000,ACTIVE,9291201
22EXC-01930,ESQUINA DR,GENEVA AVE,,"Intermountain Infrastructure Group, LLC",Place Conduit,Data,2025-04-28T00:00:00.000,2025-06-13T00:00:00.000,ACTIVE,20427000
25EXC-02290,ELLINGTON AVE,NAGLEE AVE,WHIPPLE AVE,A. Ruiz Construction Co.,Spot Paving,Street / Roadway,2025-05-05T00:00:00.000,2025-05-30T00:00:00.000,APPROVED,5163000
25EXC-02294,04TH AVE,CORNWALL ST,CLEMENT ST,Pacific Gas & Electric,Spot Paving,Electric,2025-05-14T00:00:00.000,2025-06-11T00:00:00.000,APPROVED,240000
25EXC-01824,MARTHA AVE,STILLINGS AVE,CONGO ST,Pacific Gas & Electric,Replace Pole,Electric,2025-04-16T00:00:00.000,2025-05-14T00:00:00.000,APPROVED,8787000
25EXC-02156,14TH ST,ROSEMONT PL,DOLORES ST,CableCom,Install New Service,Cable TV,2025-04-30T00:00:00.000,2025-05-28T00:00:00.000,APPROVED,592000
25EXC-02028,21ST ST,MISSION ST,SAN CARLOS ST,Pacific Gas & Electric,Spot Paving,Gas,2025-04-29T00:00:00.000,2025-05-27T00:00:00.000,APPROVED,1109000
25EXC-01865,16TH ST,LANDERS ST,CHURCH ST,Pacific Gas & Electric,Replace Pole,Electric,2025-04-14T00:00:00.000,2025-05-12T00:00:00.000,APPROVED,738000
22EXC-01930,CARTER ST,GENEVA AVE \ WALBRIDGE ST,,"Intermountain Infrastructure Group, LLC",Place Conduit,Data,2025-04-28T00:00:00.000,2025-06-13T00:00:00.000,ACTIVE,21359000
25EXC-01960,25TH ST,SANCHEZ ST,NOE ST,Pacific Gas & Electric,Cut-Off Service,Gas,2025-05-25T00:00:00.000,2025-06-22T00:00:00.000,APPROVED,1453000
25EXC-02294,04TH AVE,CLEMENT ST,GEARY BLVD,Pacific Gas & Electric,Spot Paving,Electric,2025-05-14T00:00:00.000,2025-06-11T00:00:00.000,APPROVED,241000
25EXC-02282,WASHINGTON ST,DRUMM ST,DAVIS ST,Pacific Gas & Electric,Spot Paving,Gas,2025-05-21T00:00:00.000,2025-06-18T00:00:00.000,APPROVED,13404000
25EXC-02270,MISSION ST,21ST ST,22ND ST,Pacific Gas & Electric,Other,Electric,2025-05-14T00:00:00.000,2025-07-12T00:00:00.000,APPROVED,9123000
25EXC-00578,CAROLINA ST,20TH ST \ JACK BALESTRERI WAY,SOUTHERN HEIGHTS AVE,Pacific Gas & Electric,Replace Pole,Sidewalk/Curb,2025-08-01T00:00:00.000,2025-08-29T00:00:00.000,APPROVED,3712000
25EXC-01827,CHENERY ST,30TH ST,RANDALL ST,Pacific Gas & Electric,Spot Paving,Electric,2025-04-16T00:00:00.000,2025-05-14T00:00:00.000,APPROVED,3917000
25EXC-01617,PACHECO ST,18TH AVE,19TH AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-19T00:00:00.000,2025-05-17T00:00:00.000,APPROVED,10094000
25EXC-02254,39TH AVE,LAWTON ST,MORAGA ST,A. Ruiz Construction Co.,Spot Paving,Street / Roadway,2025-05-05T00:00:00.000,2025-05-30T00:00:00.000,ACTIVE,1873000
25EXC-02173,PACIFIC AVE,PIERCE ST,,CableCom,Install New Service,Cable TV,2025-05-01T00:00:00.000,2025-05-29T00:00:00.000,APPROVED,26675000
25EXC-01626,LEXINGTON ST,20TH ST,21ST ST,Pacific Gas & Electric,Replace Pole,Electric,2025-04-08T00:00:00.000,2025-05-06T00:00:00.000,APPROVED,8320000
25EXC-01868,RIDGEWOOD AVE,FLOOD AVE,HEARST AVE,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-04-28T00:00:00.000,2025-05-23T00:00:00.000,ACTIVE,11027000
25EXC-01617,PACHECO ST,ANGLO ALY,18TH AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-19T00:00:00.000,2025-05-17T00:00:00.000,APPROVED,10093000
25EXC-01614,39TH AVE,NORIEGA ST,ORTEGA ST,Pacific Gas & Electric,Replace Pole,Sidewalk/Curb,2025-06-17T00:00:00.000,2025-07-15T00:00:00.000,APPROVED,1875000
25EXC-01962,JUNIPERO SERRA BLVD,SAINT FRANCIS BLVD,MONTEREY BLVD,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-04-28T00:00:00.000,2025-05-23T00:00:00.000,ACTIVE,7703000
25EXC-01617,ORTEGA ST,18TH AVE,19TH AVE,Pacific Gas & Electric,Install New Main,Gas,2025-04-19T00:00:00.000,2025-05-17T00:00:00.000,APPROVED,10006000
25EXC-01622,NAGLEE AVE,HURON AVE,ALEMANY BLVD,San Francisco Water Department,Replace Service,Water Service,2025-03-27T00:00:00.000,2025-05-10T00:00:00.000,APPROVED,9477000
25EXC-02024,JEFFERSON ST,DIVISADERO ST,BRODERICK ST,San Francisco Water Department,Install New Service,Water Service,2025-04-21T00:00:00.000,2025-06-04T00:00:00.000,APPROVED,7463000
25EXC-02047,CHESTNUT ST,CULEBRA TER,POLK ST,Bureau of Street & Sewer Repair,Pavement Preservation,Pavement Preservation,2025-04-28T00:00:00.000,2025-05-12T00:00:00.000,APPROVED,3968000
25EXC-00694,FILBERT ST,LARKIN ST,POLK ST,Pacific Gas & Electric,Replace Pole,Electric,2025-05-12T00:00:00.000,2025-06-09T00:00:00.000,APPROVED,5513000
25EXC-01613,07TH ST,TOWNSEND ST,,Pacific Gas & Electric,Other,Gas,2025-04-22T00:00:00.000,2025-05-20T00:00:00.000,APPROVED,23854000
25EXC-02264,27TH AVE,LAWTON ST,MORAGA ST,A. Ruiz Construction Co.,Spot Paving,Street / Roadway,2025-05-05T00:00:00.000,2025-05-30T00:00:00.000,ACTIVE,1555000
25EXC-01623,18TH ST,CAPP ST,MISSION ST,Pacific Gas & Electric,Replace Pole,Sidewalk/Curb,2025-07-21T00:00:00.000,2025-08-18T00:00:00.000,APPROVED,877000
25EXC-01868,MONTEREY BLVD,COLON AVE,PLYMOUTH AVE,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-04-28T00:00:00.000,2025-05-23T00:00:00.000,ACTIVE,9283201
25EXC-02259,CESAR CHAVEZ ST,HARRISON ST,FOLSOM ST,Pacific Bell Telephone Company,Repair Conduit,Telephone,2025-05-27T00:00:00.000,2025-06-20T00:00:00.000,APPROVED,2485101
25EXC-02293,SPRUCE ST,EUCLID AVE,GEARY BLVD,Pacific Gas & Electric,Spot Paving,Gas,2025-05-14T00:00:00.000,2025-06-11T00:00:00.000,APPROVED,12064000
25EXC-01585,TEHAMA ST,MALDEN ALY,02ND ST,Pacific Gas & Electric,Replace Pole,Sidewalk/Curb,2025-04-18T00:00:00.000,2025-05-16T00:00:00.000,APPROVED,12472000
25EXC-02059,SILVER AVE,SOMERSET ST,MERRILL ST,Bureau of Street & Sewer Repair,Reconstruct Pavement,Street / Roadway,2025-05-01T00:00:00.000,2025-05-15T00:00:00.000,APPROVED,11919000
