permit_number,streetname,cross_street_1,cross_street_2,utility_contractor,permit_reason,utility_type,effective_date,expiration_date,status,cnn,latitude,longitude
24EXC-02891,MCALLISTER ST,BAKER ST,LYON ST,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23,2025-10-03,APPROVED,8906000,37.7756485,-122.4538957
24EXC-02891,20TH ST,COLLINGWOOD ST,,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23,2025-10-03,APPROVED,25775000,37.7586094,-122.4278583
24EXC-02891,MCALLISTER ST,CENTRAL AVE,MASONIC AVE,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23,2025-10-03,APPROVED,8908000,37.7756485,-122.4538957
24EXC-02891,24TH ST,MERSEY ST,CHATTANOOGA ST,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23,2025-10-03,APPROVED,1357000,37.7541004,-122.3881595
24EXC-02891,24TH ST,SANCHEZ ST,NOE ST,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23,2025-10-03,APPROVED,1361000,37.7541004,-122.3881595
24EXC-02891,MCALLISTER ST,DIVISADERO ST,BRODERICK ST,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23,2025-10-03,APPROVED,8904000,37.7756485,-122.4538957
24EXC-02891,24TH ST,FAIR OAKS ST,QUANE ST,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23,2025-10-03,APPROVED,1354000,37.7541004,-122.3881595
24EXC-02891,20TH ST,DIAMOND ST,,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23,2025-10-03,APPROVED,25779000,37.7586094,-122.4278583
24EXC-02891,MCALLISTER ST,LYON ST,CENTRAL AVE,Basset Engineering,Install New Main,Street / Roadway:Curb Ramp:Sewer,2024-09-23,2025-10-03,APPROVED,8907000,37.7756485,-122.4538957
24EXC-02776,DOUGLASS ST,ELIZABETH ST,24TH ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4954000,37.7618128,-122.4394676
24EXC-02776,DIAMOND ST,CLIPPER ST,26TH ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4749000,37.7340840,-122.4340066
24EXC-02776,25TH ST,DOUGLASS ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25763000,37.7529438,-122.3863617
24EXC-02776,24TH ST,DIAMOND ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25760000,37.7541004,-122.3881595
24EXC-02776,24TH ST,DIAMOND ST,DOUGLASS ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,1364000,37.7541004,-122.3881595
24EXC-02776,NOE ST,JERSEY ST,25TH ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,9629000,37.7642671,-122.4331047
24EXC-02776,JERSEY ST,NOE ST,CASTRO ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,7512000,37.7506274,-122.4318042
24EXC-02776,JERSEY ST,VICKSBURG ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25646000,37.7506274,-122.4318042
24EXC-02776,DIAMOND ST,JERSEY ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25759000,37.7340840,-122.4340066
24EXC-02776,26TH ST,CASTRO ST,DIAMOND ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,1539000,37.7489553,-122.4195500
24EXC-02776,CHURCH ST,JERSEY ST,25TH ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4028000,37.7672666,-122.4292613
24EXC-02776,26TH ST,DIAMOND ST,DOUGLASS ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,1540000,37.7489553,-122.4195500
24EXC-02776,ELIZABETH ST,DIAMOND ST,DOUGLASS ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,5149000,37.7517692,-122.4395712
24EXC-02776,JERSEY ST,CASTRO ST,DIAMOND ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,7513000,37.7506274,-122.4318042
24EXC-02776,23RD ST,EUREKA ST,DOUGLASS ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,1285000,37.7572860,-122.3923999
24EXC-02776,24TH ST,CASTRO ST,DIAMOND ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,1363000,37.7541004,-122.3881595
24EXC-02776,SANCHEZ ST,24TH ST,JERSEY ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,11529000,37.7586287,-122.4303569
24EXC-02776,DOUGLASS ST,JERSEY ST,25TH ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4956000,37.7618128,-122.4394676
24EXC-02776,23RD ST,DOUGLASS ST,HOFFMAN AVE,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,1286000,37.7572860,-122.3923999
24EXC-02776,CLIPPER ST,DIAMOND ST,DOUGLASS ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4216000,37.7489610,-122.4327591
24EXC-02776,26TH ST,DIAMOND ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,22042000,37.7489553,-122.4195500
24EXC-02776,25TH ST,DOUGLASS ST,HOMESTEAD ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,1457000,37.7529438,-122.3863617
24EXC-02776,DOUGLASS ST,JERSEY ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25764000,37.7618128,-122.4394676
24EXC-02776,DOUGLASS ST,ELIZABETH ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25768000,37.7618128,-122.4394676
24EXC-02776,ELIZABETH ST,NOE ST,CASTRO ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,5147000,37.7517692,-122.4395712
24EXC-02776,VICKSBURG ST,JERSEY ST,25TH ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,13279000,37.7508376,-122.4284669
24EXC-02776,DOUGLASS ST,ALVARADO ST,23RD ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4952000,37.7618128,-122.4394676
24EXC-02776,DOUGLASS ST,24TH ST,JERSEY ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4955000,37.7618128,-122.4394676
24EXC-02776,DIAMOND ST,25TH ST,CLIPPER ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4748000,37.7340840,-122.4340066
24EXC-02776,CLIPPER ST,DIAMOND ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25757000,37.7489610,-122.4327591
24EXC-02776,JERSEY ST,DIAMOND ST,DOUGLASS ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,7514000,37.7506274,-122.4318042
24EXC-02776,DIAMOND ST,JERSEY ST,25TH ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4747000,37.7340840,-122.4340066
24EXC-02776,JERSEY ST,VICKSBURG ST,SANCHEZ ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,7510000,37.7506274,-122.4318042
24EXC-02776,JERSEY ST,NOE ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25737000,37.7506274,-122.4318042
24EXC-02776,DOUGLASS ST,25TH ST,CLIPPER ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4957000,37.7618128,-122.4394676
24EXC-02776,VICKSBURG ST,24TH ST,JERSEY ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,13278000,37.7508376,-122.4284669
24EXC-02776,24TH ST,DOUGLASS ST,HOMESTEAD ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,1365000,37.7541004,-122.3881595
24EXC-02776,CASTRO ST,JERSEY ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25739000,37.7700514,-122.4364795
24EXC-02776,CHURCH ST,24TH ST,JERSEY ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4027000,37.7672666,-122.4292613
24EXC-02776,23RD ST,CASTRO ST,DIAMOND ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,1283000,37.7572860,-122.3923999
24EXC-02776,ELIZABETH ST,DOUGLASS ST,HOFFMAN AVE,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,5150000,37.7517692,-122.4395712
24EXC-02776,ELIZABETH ST,CASTRO ST,DIAMOND ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,5148000,37.7517692,-122.4395712
24EXC-02776,25TH ST,DIAMOND ST,DOUGLASS ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,1456000,37.7529438,-122.3863617
24EXC-02776,CLIPPER ST,CASTRO ST,DIAMOND ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4215000,37.7489610,-122.4327591
24EXC-02776,DOUGLASS ST,23RD ST,ELIZABETH ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4953000,37.7618128,-122.4394676
24EXC-02776,JERSEY ST,CHURCH ST,VICKSBURG ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,7509000,37.7506274,-122.4318042
24EXC-02776,HOFFMAN AVE,23RD ST,ELIZABETH ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,6939000,37.7533016,-122.4408684
24EXC-02776,DIAMOND ST,24TH ST,JERSEY ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4746000,37.7340840,-122.4340066
24EXC-02776,DIAMOND ST,ALVARADO ST,23RD ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4743000,37.7340840,-122.4340066
24EXC-02776,DIAMOND ST,23RD ST,ELIZABETH ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4744000,37.7340840,-122.4340066
24EXC-02776,DIAMOND ST,ELIZABETH ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25761000,37.7340840,-122.4340066
24EXC-02776,NOE ST,24TH ST,JERSEY ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,9628000,37.7642671,-122.4331047
24EXC-02776,HOFFMAN AVE,ELIZABETH ST,24TH ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,6940000,37.7533016,-122.4408684
24EXC-02776,DIAMOND ST,ELIZABETH ST,24TH ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4745000,37.7340840,-122.4340066
24EXC-02776,JERSEY ST,SANCHEZ ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25648000,37.7506274,-122.4318042
24EXC-02776,SANCHEZ ST,JERSEY ST,25TH ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,11530000,37.7586287,-122.4303569
24EXC-02776,25TH ST,CASTRO ST,DIAMOND ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,1455000,37.7529438,-122.3863617
24EXC-02776,24TH ST,DOUGLASS ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25765000,37.7541004,-122.3881595
24EXC-02776,23RD ST,DOUGLASS ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25769000,37.7572860,-122.3923999
24EXC-02776,JERSEY ST,SANCHEZ ST,NOE ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,7511000,37.7506274,-122.4318042
24EXC-02776,25TH ST,DIAMOND ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25758000,37.7529438,-122.3863617
24EXC-02776,23RD ST,DIAMOND ST,EUREKA ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,1284000,37.7572860,-122.3923999
24EXC-02776,CHURCH ST,JERSEY ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25638000,37.7672666,-122.4292613
24EXC-02776,DIAMOND ST,26TH ST,CESAR CHAVEZ ST,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,4750000,37.7340840,-122.4340066
24EXC-02776,ELIZABETH ST,HOFFMAN AVE,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,26084000,37.7517692,-122.4395712
24EXC-02776,CASTRO ST,ELIZABETH ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25742000,37.7700514,-122.4364795
24EXC-02776,23RD ST,DIAMOND ST,,M Squared Construction,Install New Main,Water Service,2025-01-09,2026-12-09,ACTIVE,25762000,37.7572860,-122.3923999
24EXC-02070,ANZA ST,PARKER AVE,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,26488000,37.7809708,-122.4481544
25EXC-00705,JONES ST,CALIFORNIA ST,SACRAMENTO ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,7578000,37.7816214,-122.4121472
25EXC-00705,LOMBARD ST,TAYLOR ST,JONES ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,8446000,37.8020282,-122.4194750
25EXC-00705,GRANT AVE,FILBERT ST,GERKE ALY,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,6407000,37.7919815,-122.4058566
25EXC-00705,UNION ST,FRONT ST,BATTERY ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,12832000,37.7981664,-122.4270847
25EXC-00705,LARKIN ST,LOMBARD ST,CHESTNUT ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,8154000,37.7782138,-122.4165219
25EXC-00705,GRANT AVE,JACK MICHELINE ALY,GREENWICH ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,6409000,37.7919815,-122.4058566
25EXC-00705,FILBERT ST,MASON ST,TAYLOR ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,5507000,37.8009394,-122.4128883
25EXC-00705,TAYLOR ST,WASHINGTON ST,JACKSON ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,12445000,37.8068188,-122.4155421
25EXC-00705,LARKIN ST,CALIFORNIA ST,SACRAMENTO ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,8141000,37.7782138,-122.4165219
25EXC-00705,VALLEJO ST,STOCKTON ST,EMERY LN,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,13095000,37.7994943,-122.4015785
25EXC-00705,UNION ST,BATTERY ST,ICEHOUSE ALY,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,12833000,37.7981664,-122.4270847
25EXC-00705,VALLEJO ST,EMERY LN,TURK MURPHY LN,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,13096000,37.7994943,-122.4015785
25EXC-00705,GREEN ST,POLK ST,VAN NESS AVE,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,6467000,37.7994798,-122.4092807
25EXC-00705,VALLEJO ST,TURK MURPHY LN,POWELL ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,13097000,37.7994943,-122.4015785
25EXC-00705,FILBERT ST,COLUMBUS AVE \ VIA BUFANO,SCOTLAND ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,5505000,37.8009394,-122.4128883
25EXC-00705,TAYLOR ST,CLAY ST,WASHINGTON ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,12444000,37.8068188,-122.4155421
25EXC-00705,VALLEJO ST,POWELL ST,MASON ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,13098000,37.7994943,-122.4015785
25EXC-00705,VALLEJO ST,KENNETH REXROTH PL,STOCKTON ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,13094000,37.7994943,-122.4015785
25EXC-00705,KEARNY ST,FRANCISCO ST,BAY ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,7775000,37.8059694,-122.4070695
25EXC-00705,GREEN ST,EASTMAN ST,LARKIN ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,6465000,37.7994798,-122.4092807
25EXC-00705,TAYLOR ST,LOMBARD ST,CHESTNUT ST \ COLUMBUS AVE,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,12459000,37.8068188,-122.4155421
25EXC-00705,FILBERT ST,SCOTLAND ST,MASON ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,5506000,37.8009394,-122.4128883
25EXC-00705,GREEN ST,HYDE ST,EASTMAN ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,6464000,37.7994798,-122.4092807
25EXC-00705,FRANCISCO ST,MASON ST,TAYLOR ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,5762000,37.8055944,-122.4061771
25EXC-00705,GRANT AVE,GERKE ALY,JACK MICHELINE ALY,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,6408000,37.7919815,-122.4058566
25EXC-00705,VALLEJO ST,LARKIN ST,POLK ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,13107000,37.7994943,-122.4015785
25EXC-00705,UNION ST,ICEHOUSE ALY,SANSOME ST,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,12834000,37.7981664,-122.4270847
25EXC-00705,JONES ST,FRANCISCO ST,COLUMBUS AVE,Pavement Coatings Co,Micro-surfacing,Pavement Preservation,2025-04-01,2025-06-30,APPROVED,7598000,37.7816214,-122.4121472
24EXC-02070,MASONIC AVE,TURK BLVD,,Pacific Gas & Electric,Install New Main,Gas,2025-04-07,2025-12-31,APPROVED,26392000,37.7683633,-122.4449306
25EXC-00782,SOMERSET ST,BURROWS ST,BACON ST,Pacific Gas & Electric,Replace Pole,Electric,2025-05-01,2025-05-29,APPROVED,11969000,37.7277346,-122.4080394
25EXC-00815,MIRAMAR AVE,DE MONTFORT AVE,OCEAN AVE,Pacific Gas & Electric,Replace Pole,Electric,2025-05-14,2025-06-11,APPROVED,9073000,37.7292450,-122.4582934
25EXC-00680,GALVEZ AVE,NEWHALL ST,03RD ST \ SAM JORDANS WAY,Pacific Gas & Electric,Tie-In,Street / Roadway:Sidewalk/Curb,2025-04-08,2025-05-06,APPROVED,5986000,37.7285983,-122.3665576
25EXC-00795,CAROLINA ST,19TH ST,JACK BALESTRERI WAY,Pacific Gas & Electric,Install New Pole,Electric,2025-04-24,2025-05-22,APPROVED,3710000,37.7636261,-122.4005470
25EXC-00815,MIRAMAR AVE,HOLLOWAY AVE,DE MONTFORT AVE,Pacific Gas & Electric,Replace Pole,Electric,2025-05-14,2025-06-11,APPROVED,9072000,37.7292450,-122.4582934
25EXC-00846,CRESCENT AVE,MOULTRIE ST,ANDERSON ST,Pacific Gas & Electric,Replace Pole,Electric,2025-04-23,2025-05-21,APPROVED,4493000,37.7349409,-122.4109710
25EXC-00846,ANDERSON ST,CRESCENT AVE,END: 700-799 BLOCK,Pacific Gas & Electric,Replace Pole,Electric,2025-04-23,2025-05-21,APPROVED,2274000,37.7405751,-122.4151704
25EXC-00839,MOSCOW ST,AVALON AVE,EXCELSIOR AVE,Pacific Gas & Electric,Replace Pole,Sidewalk/Curb,2025-04-22,2025-05-20,APPROVED,9398000,37.7156762,-122.4318644
25EXC-01391,VERMONT ST,23RD ST,24TH ST,Pacific Gas & Electric,Replace Pole,Electric,2025-05-09,2025-06-06,APPROVED,13221000,37.7608383,-122.4041441
24EXC-03385,OAK ST,OCTAVIA ST,LAGUNA ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,9753000,37.7733210,-122.4360012
25EXC-00886,ANZA ST,22ND AVE,23RD AVE,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,2025-02-24,2026-12-31,ACTIVE,2340000,37.7809708,-122.4481544
24EXC-03385,HAYES ST,OCTAVIA ST,,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,25925000,37.7765747,-122.4254657
24EXC-03385,FRANKLIN ST,LILY ST,,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,24455000,37.7919741,-122.4243594
24EXC-03385,LAGUNA ST,MCALLISTER ST,REDWOOD ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,7955000,37.7922224,-122.4294654
24EXC-03385,OAK ST,VAN NESS AVE,FRANKLIN ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,9750000,37.7733210,-122.4360012
24EXC-03385,OCTAVIA ST,LINDEN ST,HAYES ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,9883101,37.7988642,-122.4291202
24EXC-03385,GOUGH ST,LILY ST,OAK ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,6314000,37.7914854,-122.4259439
24EXC-03385,FRANKLIN ST,REDWOOD ST,GOLDEN GATE AVE,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,5807000,37.7919741,-122.4243594
25EXC-00886,CABRILLO ST,20TH AVE,21ST AVE,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,2025-02-24,2026-12-31,ACTIVE,3487000,37.7739518,-122.4950556
24EXC-03385,PIERCE ST,SUTTER ST,BUSH ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,10431000,37.7800754,-122.4354426
25EXC-00886,FULTON ST,20TH AVE,21ST AVE,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,2025-02-24,2026-12-31,ACTIVE,5927000,37.7776023,-122.4324154
25EXC-00886,20TH AVE,BALBOA ST,CABRILLO ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,2025-02-24,2026-12-31,ACTIVE,1003000,37.7301204,-122.4759831
24EXC-03385,PIERCE ST,SUTTER ST,,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,26626000,37.7800754,-122.4354426
24EXC-03385,GOUGH ST,PAGE ST,LILY ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,6313000,37.7914854,-122.4259439
24EXC-03385,MCALLISTER ST,GOUGH ST,LAGUNA ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,8897000,37.7756485,-122.4538957
25EXC-00886,FULTON ST,18TH AVE,19TH AVE,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,2025-02-24,2026-12-31,ACTIVE,5925000,37.7776023,-122.4324154
24EXC-03385,FRANKLIN ST,FULTON ST,MCALLISTER ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,5805000,37.7919741,-122.4243594
24EXC-03385,OAK ST,VAN NESS AVE,,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,30705000,37.7733210,-122.4360012
24EXC-03385,MCALLISTER ST,FRANKLIN ST,GOUGH ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sewer,2024-10-21,2025-12-01,APPROVED,8896000,37.7756485,-122.4538957
25EXC-00886,BALBOA ST,19TH AVE,20TH AVE,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,2025-02-24,2026-12-31,ACTIVE,2664000,37.7761254,-122.4884642
25EXC-00886,ANZA ST,20TH AVE,21ST AVE,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,2025-02-24,2026-12-31,ACTIVE,2338000,37.7809708,-122.4481544
